,hashTan,hashVin,DeviceId,TripId,SubTripId,SubtripStartLocation,SubtripEndLocation,SubtripDistance,SubtripTimePeriod,SubtripWayCategory,SubtripWayType,SubtripStreets,SubtripCities,Subtrip_MTFCC,Subtrip_RTTYP,SubtripFrequency
1145,5238965894433443661,-2384306199770875883,3210008552,3210008552_7,3210008552_7_3,"(32.553425, -116.98382)","(32.548084, -116.962036)",10.066,35.0,"{'Highway': 1, 'No_category': 6}","{'Street': 4, 'Road': 3, 'State_Road': 5}","['Via de la Juventud Oriente', '1497 Piper Ranch Road', '1658 Gailes Boulevard', '8756 Sherwood Terrace', 'Calle Sebastián Vizcaíno', 'La Media Road']","['Caret', 'San Diego']",[],[],1
1146,5238965894433443661,-2384306199770875883,3210008552,3210008552_8,3210008552_8_1,"(32.543346, -116.94067)","(32.549572, -116.93562)",6.062,19.999,{'No_category': 2},"{'Street': 2, 'Road': 1}",['19316 Calle Sor Juana Inés De La Cruz'],"['Caret', 'Callao']",[],[],1
1147,5238965894433443661,-2384306199770875883,3210008552,3210008552_8,3210008552_8_2,"(32.564457, -116.968796)","(32.547333, -116.99035)",2.912,9.005,"{'Highway': 1, 'No_category': 3}","{'Street': 3, 'Road': 1, 'State_Road': 1}","['6933 Calle de Linea', '2520 Cactus Road']",['San Diego'],['S1100'],['S'],7
1148,5238965894433443661,-2384306199770875883,3210008552,3210008552_8,3210008552_8_3,"(32.555126, -116.9798)","(32.68948, -114.58517)",279.462,220.0,"{'Highway': 44, 'No_category': 5}","{'Street': 1, 'Road': 5, 'State_Road': 44}","['665 Alpine Boulevard', 'Ocean-to-Ocean Highway (Abandoned)', 'Jeffrey Road', 'Warren H. Brock Reservoir', 'Vista Point', '016', 'Swallow Way', 'Evan Hewes Highway', '274', 'BLM Road EC 745', '3620 Alpine Boulevard', '9388 Harritt Road', 'CA 111', 'Avenida de Robles Verdes', '11000 North Woodside Avenue', 'CA 125 North', 'Yuha Well', '8715 Highway 79', '3971 Buckman Springs Road', 'Desert View Tower', '3200 La Posta Road', 'Historic US 80', '2931 East Gila Ridge Road', '4911 Bancroft Drive', '10046 River Street', 'Abandoned US 80', '1296 Thrush Street', 'Bonds Corner Road', 'I 8 West', '35924 Old Highway 80', '834 Safford Avenue', 'Lotus Avenue', 'West Evan Hewes Highway', 'Holiday Inn Express Yuma', '12713 Mapleview Street', 'Caliente Ave. Park And Ride', 'Kumeyaay Highway', 'I 8 East', 'Myer Creek', '3509 Stockman Street', '9374 Bond Avenue']","['Pine Valley', 'Bakersfield', 'Imperial', 'El Centro', 'La Mesa', 'Lakeside', 'Holtville', 'El Cajon', 'Boulevard', 'Chula Vista', 'Jacumba', 'Yuma', 'San Ysidro', 'Alpine', 'Spring Valley', 'San Diego']",['S1100'],"['M', 'I', 'S']",1
1149,5238965894433443661,-2384306199770875883,3210008552,3210008552_8,3210008552_8_4,"(32.679264, -114.549805)","(32.342308, -108.68207)",617.874,375.0,"{'Highway': 74, 'No_category': 5}","{'Street': 2, 'Road': 1, 'State_Road': 75}","['Mays Road', 'Old US Highway 80', 'Old US 80 (Abandoned)', 'Wellton Mohawk Canal', 'Salano Road', 'South Jet Drive', 'South Vekol Valley Road', 'South Charleston Station Place', 'Camino Sabrino', 'I 10 Business', 'New Mexico Welcome Center', 'Avenue 58E', 'North Rillito Village Trail', 'Knights Inn', 'I 10 BUS', 'North Prickly Pear Avenue', 'Bender Wash', 'Interstate Highway 10 Frontage Road', 'Titan II Missile Base #04', 'West Hammon Drive', 'KFAS-FM (Casa Grande)', 'Joyaway', 'South Avenue 25 E', 'Rest Area I-10 (East Bound)', 'Beaver Lane', 'East Fir Street', 'East Pacacho Boulevard', 'Mormon Trail Historical Marker', 'E Touchstone Trail', 'Malpais (DA1390)', ""Eagle's Peak Road"", 'Historic US 80 (AZ)', 'Pilot', 'Frontage Road', 'North Frontage Road', 'South Avenue 46 East', '9072', 'Gila Bend Canal', 'Animas Street', 'FR 8009', 'North Well Drilling Road', 'US 191 North', 'North Freeway Street', 'I 8 West', 'US 80 Historic', 'North White Spruce Road', 'I 10', 'US 191', 'Sipes Lane', 'South Maricopa Mountains Wilderness', 'Avenue 75 East', 'Burro Lane', 'East Park Link Drive', 'South Midway Road', 'I 10 West', 'I 8 East', 'North I-10 Frontage Road', 'East Howling Wolf Road', 'US 191 South', 'East Benson Highway', 'South Frontage Road', 'Liguerta Station RV Park', 'Liebre Road', 'NM 338']","['Vail', 'Marana', 'Cortaro', 'Tacna', 'Benson', 'Bowie', 'Casa Grande', 'Willcox', 'Yuma', 'Gila Bend', 'Mesa', 'Lordsburg', 'Eloy', 'Dragoon', 'Dateland', 'Wellton', 'Tucson']",['S1100'],"['I', 'U']",1
1150,5238965894433443661,-2384306199770875883,3210008552,3210008552_9,3210008552_9_1,"(32.334003, -108.6573)","(31.04309, -104.7559)",446.139,268.389,"{'Highway': 53, 'No_category': 2}","{'Street': 1, 'Road': 1, 'State_Road': 53}","['US 70 East', 'County Road B004', 'Mesquite Windmill', 'O T Smith Road', 'Macho Reservoir', 'County Road C054', 'I 10 Business', 'Links Road', 'South Interstate 10 Frontage Road', 'Blount Tank', 'Old US 80', 'Yucca Rest Area', 'Satevo Court', 'Del Rio Drain', 'Wells Ranch Road', 'Poplar Street', 'County Road C001', 'Rosa Road', 'C004', 'Tata Drive', 'Continental Divide Store Tepee', 'County Road D001', 'Highway 549', 'Masedos', 'Frontage Road', 'North Desert Boulevard', 'Apache Road', 'Interstate 10 West Frontage Road', 'I 10', 'Green Tank', 'I 10 Frontage Road', 'Days Inn', 'Gateway Boulevard East', 'Dove Crossing', 'NM 418', 'Pojoaque Road Northeast', 'I 10 West', 'South Desert Boulevard', 'Gateway Boulevard West', 'Executive Center Boulevard', 'Rest Area I-10 (West Bound)', 'Old Bankhead Highway']","['Deming', 'Clint', 'Fairacres', 'Anthony', 'Mesquite', 'Van Horn', 'Vado', 'Lordsburg', 'Fort Hancock', 'Canutillo', 'El Paso', 'Tornillo', 'Las Cruces', 'Sierra Blanca', 'Berino']",['S1100'],"['M', 'I', 'U']",2
1151,5238965894433443661,-2384306199770875883,3210008552,3210008552_9,3210008552_9_2,"(31.045614, -104.70226)","(32.17923, -101.651825)",324.547,193.346,{'Highway': 39},{'State_Road': 39},"['4th Street', 'Comfort Inn & Suites', 'Boracho Station', 'South Viceroy Avenue', 'Evergreen Road', 'First Tank', 'I 20-B Business', 'Rest Area I-10 (East Bound)', 'Fairfield Inn & Suites by Marriott Pecos', '11914 Interstate 20 E', 'West Interstate 20 State Route North', 'Billingslea Draw', 'I-20', 'FM 829', 'County Road 216', 'Feely Cemetery', 'Interstate Highway 20 South Service Road', 'I 20', 'I 20-D Business', 'South Belk Avenue', 'West Interstate 20 Frontage Road', 'Ca', 'I 10', 'Hurds Draw Road', 'Scroggins Draw', 'West Interstate 20', 'County Road 338', 'Tepee Tank', 'Salt Lake']","['Monahans', 'Odessa', 'Toyah', 'Stanton', 'Midland', 'Wickett']",['S1100'],"['S', 'I', 'U']",1
1152,5238965894433443661,-2384306199770875883,3210008552,3210008552_9,3210008552_9_3,"(32.22274, -101.57001)","(32.486336, -100.20797)",133.236,85.0,"{'Highway': 18, 'No_category': 3}","{'Road': 3, 'State_Road': 18}","['FM 821', 'I 20-J Business', 'Nolan Nursing & Rehabilitation', 'West Interstate 20', 'FM 1230', 'I 20', 'West I-20', 'Apache Street', 'Rest Area I-20 US-84 (West Bound)', 'South I-20', 'Washington Street', 'North Service Road', 'County Road 126', 'I 20-M Business', 'County Road 272', 'North I-20']","['Sweetwater', 'Westbrook', 'Roscoe', 'Loraine', 'Coahoma', 'Big Spring', 'Colorado City']",['S1100'],"['I', 'U']",1
1153,5238965894433443661,-2384306199770875883,3210008552,3210008552_10,3210008552_10_1,"(32.49525, -100.13984)","(32.404, -99.384674)",73.232,45.0,"{'Highway': 9, 'No_category': 3}","{'Street': 2, 'Road': 3, 'State_Road': 10}","['I-20 Frontage Road', '8704 I-20 Frontage Road', 'Access Road', 'Derstine Road', '6629 I-20 Frontage Road', '5860 I-20 Frontage Road', 'Loves', 'Subway', '4951 West Stamford Street', '1402 East Overland Trail']","['Tye', 'Abilene', 'Trent', 'Merkel', 'Baird']",['S1100'],"['I', 'U']",1
1154,5238965894433443661,-2384306199770875883,3210008552,3210008552_10,3210008552_10_2,"(32.39411, -99.35838)","(32.513615, -95.68464)",361.655,270.0,"{'Highway': 53, 'No_category': 8}","{'Street': 4, 'Road': 4, 'State_Road': 53}","['Southwest Loop 820', 'Champion Road', 'I-20 Service Road', 'Green Oaks Boulevard', 'Rest Area I-20 (East Bound)', 'I-20 East Service Road', '505 Kings Creek Drive', '9666 Helms Trail', 'Boggus Lane', 'Phillips Lane', 'The Quadrangles on I-20', 'Richards Lake Number 1 Dam', 'Deep Wood Lane', 'Ronald Reagan Memorial Highway', 'East Camp Wisdom Road', 'I-20', '2800 Southeast Loop 820', 'Lyndon B Johnson Freeway', 'I 20', 'County Road 324', '1305 Milmo Drive', 'Bear Creek', 'Bugle Mountain', 'Brazos River Catfish Cafe', '186 Giles Lane', 'Mallory Drive', 'Markum Ranch Road East', 'Southeast Loop 820', '7013 Serrano Drive', 'Campus Drive', 'I-20 Frontage Road', 'Langdon Road', 'Interstate 20 North Access Road', 'Stump Hill', 'Baseball Nation South Ballpark', 'Interstate Highway 20 Access Road', 'East Fork Trinity River', 'County Road 2116', 'County Road 1309', 'Brannon Bridge Circle', 'Dothan Water Station Lake', 'East Interstate 20 Frontage Road']","['Hutchins', 'Arlington', 'Weatherford', 'Baird', 'Mingus', 'Terrell', 'Aledo', 'Dennis', 'Santo', 'Grand Prairie', 'Ranger', 'Duncanville', 'Cisco', 'Putnam', 'Eastland', 'Olden', 'Forney', 'Wills Point', 'Fort Worth', 'Dallas', 'Canton']",['S1100'],"['M', 'I', 'U']",1
1155,-2613869060206774767,-4232530358683397793,3210010284,3210010284_1,3210010284_1_1,"(33.967915, -80.95345)","(35.24039, -81.1899)",168.905,100.0,"{'Highway': 19, 'No_category': 3}","{'Street': 2, 'Road': 2, 'State_Road': 20}","['East Ozark Avenue', 'Moses Stroud Road', 'Continental Tire Warranty Center', 'Gastonia Conference Center', 'Rocky Creek', 'Fishing Creek', 'Madison Street', 'I 77 South', 'Steele Creek Road', 'Old Hanks Road', 'Yorkshire Road', 'Boyden Arbor Road', 'Shutterfly', 'Baker Road', 'Paw Creek', 'Gladden Grove Church', 'Scott Lane', 'Cook Road', 'US 21 South', 'Ballenton Road']","['Lando', 'Charlotte', 'Belmont', 'Gastonia', 'Fort Mill', 'Richburg', 'Blythewood', 'Columbia', 'Rock Hill']",['S1100'],"['M', 'I', 'U']",2
1156,-2613869060206774767,-4232530358683397793,3210010284,3210010284_1,3210010284_1_2,"(35.254856, -81.19832)","(35.386723, -81.3633)",23.52,25.0,{'No_category': 6},"{'Street': 2, 'Road': 3, 'State_Road': 3}","['Bessemer City Road', 'R & S Access Road', 'East Church Street', 'Orchard Lane', 'Robinsons Park Drive']","['Gastonia', 'Bessemer City', 'Cherryville']",[],[],1
1157,-2613869060206774767,-4232530358683397793,3210010284,3210010284_2,3210010284_2_1,"(35.349503, -81.34976)","(34.801147, -82.43887)",125.472,84.999,"{'Highway': 14, 'No_category': 9}","{'Street': 1, 'Road': 9, 'State_Road': 14}","['Waffle House', 'I-85 South Carolina Welcome Center', '2671 Dry Pocket Road', 'State Highway 101', 'Laurel Creek', '650 Bud Arthur Bridge Road', 'I 85 South', 'Forest Drive', 'Davis Drive', '2280 Teaberry Road', 'State Road 2352', 'North Piedmont Avenue', 'Paw Jims Road', 'West Floyd Baker Boulevard', 'Park West Boulevard', 'North Carolina Visitor Center', '120 Spartan Exchange Road']","['Gaffney', 'Spartanburg', 'Greenville', 'Startex', 'Washington', 'Blacksburg', 'Duncan', 'Kings Mountain', 'Cherryville']",['S1100'],['I'],1
1158,-2613869060206774767,-4232530358683397793,3210010284,3210010284_2,3210010284_2_2,"(34.806904, -82.4342)","(35.872295, -84.32276)",283.438,220.0,"{'Highway': 36, 'No_category': 11}","{'Street': 2, 'Road': 1, 'State_Road': 44}","['North Carolina Asheville Weigh Station', 'Reed Drive', 'Gap Creek Road', 'I 40', 'Amber Way', 'Burger King', 'Maxim Court', 'Tobes Creek', 'Side Way', 'East Prince Road', 'Old Highway 25', 'Dual Sport', 'Bramble Lane', 'Speedway', '2465 North Highway 25', 'Old Easley Bridge Road', 'Armada Inn and Suites', 'Rory Phillipsville', 'Sugar Mill Woods Drive', 'Roscoe Lane', 'I 75 South', 'Black Hawk Trail', 'Cherry St NB across fr Mitchell St', 'Ridgefield Court', 'Andrew Jackson Highway', 'North Cureton Place', 'Sunset Heights Baptist Church', ""McDonald's"", 'Parkside Drive', 'Business Street', 'Oakdale Drive', 'Sagebush Steakhouse', 'Dundeve Circle', 'fairway', 'Oslo Lane', 'Trudys Lane', 'National Forest 286 Road', 'Martin Drive', 'White Horse @ Ashe Dr', 'Resthaven Memorial Gardens', 'Public Works Complex', 'Edgewood Court']","['Candler', 'Travelers Rest', 'Asheville', 'Maggie Valley', 'Skyland', 'Hartford', 'Flat Rock', 'Zirconia', 'Greenville', 'Newport', 'Kodak', 'Knoxville', 'Hendersonville', 'Canton', 'Fletcher', 'Clyde']",['S1100'],"['I', 'U']",1
1159,-2613869060206774767,-4232530358683397793,3210010284,3210010284_2,3210010284_2_3,"(35.873062, -84.49646)","(35.840714, -88.0825)",346.842,199.999,"{'Highway': 41, 'No_category': 1}",{'State_Road': 41},"['12th Avenue North', 'Linder Loop', 'Bucksnort Road', 'Carothers Cemetery', 'Garton Road', 'Rodgers Road', 'Kindrick Drive', 'Sandy Stand', '1278 East Piney Road', 'Percy Priest Dam Dog Park', 'I 40', 'Black Hollow Road', 'Coe Lane', 'Colt Court', 'Steele Cemetery', 'Wilmoth Road', 'East Saulsbury Road', 'South Eastgate Court', 'Zapata Drive', 'Nice House', 'Cornelia Court', 'Jacks Drive', 'West Sugar Creek Road', 'Olan Maxwell Road', 'US 641', 'truck parking', 'Weatherly Road', 'Morris Road', 'Hellsneck Road', 'Daddys Creek Lane', 'Pleasant Grove Place', 'West Bend Drive', 'Harris Road', 'Childs Road', 'Macedonia Baptist Church', 'Ward Hill Road', 'Parker Branch Road', 'Tutco', 'Mount Pleasant Road', 'Tuckers Hill Road']","['Crab Orchard', 'Cookeville', 'Crossville', 'Pegram', 'Brush Creek', 'Monterey', 'Harriman', 'Baxter', 'Kingston Springs', 'Rockwood', 'Hermitage', 'Silver Point', 'Only', 'Nashville', 'Burns', 'Holladay', 'Kingston', 'Lebanon', 'Buffalo Valley']",['S1100'],"['I', 'S']",1
1160,-2613869060206774767,-4232530358683397793,3210010284,3210010284_3,3210010284_3_1,"(35.834827, -88.096756)","(35.608395, -89.24009)",110.898,85.0,"{'Highway': 11, 'No_category': 5}","{'Street': 1, 'Road': 1, 'State_Road': 15}","['Doublecreek Cove', 'Vaughn Road', 'Gurley Creek Road', 'Haywood County Memorial Gardens', 'Boyd Avenue', 'Haywood County Ems Heliport', 'Stewart Road', 'Yuma Road', 'I 40', 'East Main Street', 'US 412 East', 'Murphy Road', 'Travel Centers of America - Denmark', '7946 TN 104', 'Brinkley Cemetery']","['Denmark', 'Holladay', 'Clarksburg', 'Brownsville']",['S1100'],['I'],1
1161,-2613869060206774767,-4232530358683397793,3210010284,3210010284_3,3210010284_3_2,"(35.63212, -89.20465)","(34.983383, -89.601295)",308.526,205.0,"{'Highway': 21, 'No_category': 27}","{'Street': 5, 'Road': 8, 'State_Road': 38}","['Curtis Lowery Road', 'US 70A', 'US 51', 'High Street', 'Thornton Road', 'I 40', 'South Collierville-Arlington Road', 'East Scobey Road', 'State Route 54', 'Scobey Road', 'SR 104', 'Old Highway 20', 'Donselson Farms Pkwy', 'Hogwallow Road', 'US 72', 'Yamato Japanese Steak House', 'Phillips Lane', 'State Route 88', 'West College Street', 'Old State Route 3', 'Parrish Chapel Road', 'Bernard Road', 'Douglass School', 'Hickory Withe Fire Department', 'Governor Winfield Dunn Parkway', 'State Highway 189', 'US 412 East', 'Nichols Rd', 'Lannom Lane', 'Church Grove Road', 'Fox Cemetery', 'Chestnut Bluff Road', 'William A Jameson Lake Dam', 'South Washington Avenue', 'Volvo Trucks CDC', 'Threeway Church']","['Eads', 'Alamo', 'Bells', 'Union City', 'Dyersburg', 'Crockett Mills', 'Collierville', 'Gallaway', 'Newbern', 'Troy', 'Stanton', 'Brownsville', 'Friendship']",['S1100'],"['M', 'U', 'I', 'S']",1
1162,-2613869060206774767,-4232530358683397793,3210010284,3210010284_3,3210010284_3_3,"(34.98653, -89.596)","(38.155823, -88.910675)",421.765,250.0,"{'Highway': 37, 'No_category': 18}","{'Street': 3, 'Road': 5, 'State_Road': 50}","['State Highway K', 'Barrot Creek Drive', 'County Road 820', 'Greenwell Road', 'County Road 334', 'Tunnel Lane', 'US 51', 'Hogan Road', 'Creston Street', 'County Road 728', 'County Road 708', 'Interstate 57', 'I 57', 'Viar Road', 'Bob Ellis Road', 'George D Gracey Highway', 'El Patio', 'Mall Loop Road', 'Bravo Road', 'South Klinkhardt Street', 'Mount Carmel Road', 'Pleasant Ridge Road', 'Washington Road', 'Asbury Spur Road', 'Lance Lane', 'Cedar Grove Road', 'Tedrick Lane', 'Arlington Wood Cove', 'Lick Creek Church', 'Truck Parking', 'Pulleys Mill Road', 'East Outer Road', 'Lenox-Nauvoo Road', ""McDonald's"", 'Idaville Road', 'US 412 East', 'County Road 320', 'Leanne Street', 'Theis Road', 'Collins Road', 'Ewing Road', 'US 51 North', 'Exxon', 'Bill Morris Parkway', 'Dorthy Drive']","['Orient', 'Arlington', 'Caruthersville', 'Millington', 'Collierville', 'Marion', 'Marston', 'Halls', 'Mason', 'Cairo', 'Ina', 'Brighton', 'Matthews', 'Portageville', 'Kewanee', 'Eads', 'Dyersburg', 'Hayti', 'Sikeston', 'Henning', 'Ullin', 'Atoka', 'Dongola', 'Benton', 'Mound City', 'Whittington', 'Johnston City', 'Goreville', 'Covington', 'Lenox', 'Bertrand', 'Ripley']",['S1100'],"['M', 'I', 'S']",1
1163,-2613869060206774767,-4232530358683397793,3210010284,3210010284_3,3210010284_3_4,"(38.268593, -88.93176)","(41.48892, -88.17452)",405.094,235.0,"{'Highway': 42, 'No_category': 9}","{'Street': 2, 'Road': 4, 'State_Road': 47}","['Edgewater', 'South La Grange Road', 'County Highway 17', 'Will County Forest Preserve', 'US Route 45', 'South Murray Road', 'County Road 1350 North', 'County Road 1300 East', 'County Road 1000 North', 'I 57', 'Interstate 57', 'Rock Creek Boulevard', 'I 70 West', 'County Road 800 East', 'Sandall Place', 'North 400 East Road', 'Kinaka Road', 'East 1600th Avenue', 'Trailsend Lane', 'Centennial Drive', 'East 650th Avenue', 'US 52', 'South Walsh Road', 'Steele Lane', 'South Briggs Street', 'IL 161', 'Neoga Junior / Elementary School', 'Warren Way', 'County Road 420 East', 'East Garden Road', 'Ludlow Cemetery', 'County Road 600 North', 'American Way', 'Sullivan Road', 'East 6000N Road', 'South Chestnut Street', 'Perimeter Road', 'East N County Road 500', 'County Road 1050  E', 'Kankakee County Sheriff Headquqrters', 'County Road 620 East', '2nd Avenue', 'Loda Cemetery Prairie Nature Preserve', 'South Industrial Drive']","['Pesotum', 'Humboldt', 'Dix', 'Clifton', 'Joliet', 'Loda', 'Bradley', 'Bourbonnais', 'Ludlow', 'Manteno', 'Effingham', 'Chebanse', 'Edgewood', 'Peotone', 'Salem', 'Alma', 'Manhattan', 'Arcola', 'Gilman', 'Tuscola', 'Kinmundy', 'Neoga', 'Danforth', 'Thomasboro', 'Watson', 'Mattoon', 'Paxton']",['S1100'],['I'],2
1164,-2613869060206774767,-4232530358683397793,3210010284,3210010284_3,3210010284_3_5,"(41.499268, -88.15827)","(41.515503, -87.95233)",17.374,15.0,"{'Highway': 3, 'No_category': 3}","{'Street': 2, 'Road': 1, 'State_Road': 3}","['Degroate Road', 'Walmart Supercenter', 'Ashley Court']","['New Lenox', 'Joliet']",['S1100'],['I'],2
1165,-2613869060206774767,-4232530358683397793,3210010284,3210010284_4,3210010284_4_1,"(41.51414, -87.96735)","(41.490616, -88.17348)",17.671,15.0,"{'Highway': 3, 'No_category': 3}","{'Street': 2, 'Road': 1, 'State_Road': 3}","['Joela Drive', 'Rock Creek Boulevard', 'Park Front Street']","['New Lenox', 'Joliet']",['S1100'],['I'],2
1166,-2613869060206774767,-4232530358683397793,3210010284,3210010284_4,3210010284_4_2,"(41.49527, -88.16944)","(41.689617, -88.07748)",26.715,25.0,"{'Highway': 5, 'No_category': 3}","{'Street': 3, 'Road': 2, 'State_Road': 5}","['Weather Tech', 'Brenton Drive', 'Cinnamon Court', 'I 55 South', 'Southwest Frontage Road']",[],['S1100'],['I'],23
1167,-2613869060206774767,-4232530358683397793,3210010284,3210010284_5,3210010284_5_1,"(41.700047, -88.03896)","(41.81245, -87.64976)",38.489,55.0,"{'Highway': 7, 'No_category': 6}","{'Street': 4, 'Road': 5, 'State_Road': 7}","['16', '35', 'Da', ""Dell Rhea's Chicken Basket"", 'Adlai Stevenson Expressway', 'Chicago Sanitary and Ship Canal', 'Bailey Road', 'Ha', '37', 'We', 'Wolf Road']","['Chicago', 'Hinsdale', 'Willow Springs', 'Darien', 'Summit Argo']",['S1100'],"['M', 'I']",1
1168,-2613869060206774767,-4232530358683397793,3210010284,3210010284_6,3210010284_6_1,"(41.823265, -87.66004)","(44.907154, -91.85658)",533.862,330.0,"{'Steps': 12, 'Highway': 66, 'No_category': 11}","{'Street': 1, 'Road': 9, 'State_Road': 66}","['I 90', 'Autumn Leaf Lane', 'Dekorra Public Hunting Grounds', 'Car Parking', 'Mary Road', 'WI 29', 'US 51', 'North Meacham Road', 'Embassy Road', 'Thorpen Road', '614th Street', 'No', 'Ke', 'Bulgrien Drive', 'North Hein Road', 'Jane Addams Memorial Tollway', 'Lone Rock Cemetery', 'Hole # 6', '37', 'Get It Now', 'Rudd Creek', 'I 39 South', 'I 94 East', '43', 'Harmony Metals', '24', 'Schult Street', 'Thrush Drive', 'Coffee Creek', 'R R 4', 'I 43 Alternate', 'WI 11', 'Timber Trail', 'Swanson Road', 'Mill Bluff', '628th Street', 'Elizabeth Drive', 'Vi', 'Moon Drive', 'West Nieman Road', 'Fleet Farm', 'Cheryl Lane', 'County Road N', 'Og', 'Otter Creek', 'WIPFLI', 'Na', 'County Highway N', 'US Highway 12', 'Samuelson Lane', 'Marengo-Hampshire Toll Plaza 7', '49', 'Tractor Trailer Parking', 'I 94 West', 'Chayne Drive', 'Ridge Road', 'US 51 North', 'Meyer Road', 'I 94 Alternate', 'Smokey Hollow Road', 'Bobcat of Rockford']","['Hixton', 'Roscoe', 'Dundee', 'Schaumburg', 'Elk Mound', 'Janesville', 'Tomah', 'Garden Prairie', 'Warrens', 'Poynette', 'Milton', 'Eau Claire', 'Menomonie', 'Camp Douglas', 'Edgerton', 'Black River Falls', 'Chicago', 'Mauston', 'Gilberts', 'Windsor', 'Madison', 'Osseo', 'Lake Delton']",['S1100'],"['M', 'I']",4
1169,-2613869060206774767,-4232530358683397793,3210010284,3210010284_6,3210010284_6_2,"(44.90576, -91.880165)","(44.951, -92.8111)",73.804,38.425,"{'Highway': 8, 'No_category': 1}","{'Street': 1, 'Road': 1, 'State_Road': 8}","['Warren Town Hall', 'I 94 West', 'MN 95 South', '650th Avenue', 'Winsor Wood Path', '55th Avenue']","['Baldwin', 'Lakeland', 'Hammond', 'Wilson', 'Hudson', 'Knapp', 'Menomonie', 'Roberts']",['S1100'],['I'],4
1170,-2613869060206774767,-4232530358683397793,3210010284,3210010284_7,3210010284_7_1,"(44.94883, -92.8397)","(44.945618, -93.07498)",21.44,20.0,"{'Highway': 3, 'No_category': 3}","{'Street': 1, 'Road': 2, 'State_Road': 4}","['Cherry St', 'East Alabama Street', 'Landau Alcove', '133 E 7th Street East']","['Saint Paul', 'Afton']",['S1100'],['I'],1
1171,-2613869060206774767,-4232530358683397793,3210010284,3210010284_8,3210010284_8_1,"(44.944878, -93.10253)","(44.982254, -93.21895)",10.372,15.0,"{'Highway': 3, 'No_category': 4}","{'Street': 2, 'Road': 2, 'State_Road': 3}","['2354 Hillside Avenue', 'Saint Anthony Avenue', 'Southeast 24th Avenue', 'Murphy Warehouse']","['Saint Paul', 'Minneapolis']",['S1100'],['I'],1
1172,-2613869060206774767,-4232530358683397793,3210010284,3210010284_8,3210010284_8_2,"(44.955555, -93.19092)","(41.666805, -88.09643)",638.11,355.0,"{'Steps': 16, 'Highway': 76, 'No_category': 5}","{'Street': 3, 'Road': 3, 'State_Road': 70}","['I 90', 'Fontana Flavors', 'BP', 'Car Parking', 'Randall Road', 'South Kinnikinnick Creek', '53rd Avenue', 'Herriott Drive', 'CTH C', 'Tank Creek', 'I 94 East', 'I 39 South', 'IL 47', 'Alpha Road', '670th Avenue', 'Hudson Boulevard North', 'Fruit Farm Road', 'Valley Branch', 'Aspen Avenue', 'I 43 Alternate', 'IL 53 Local', 'Expressway Drive', 'I 39 North', 'Sanderson Road', 'Bundy Lane', 'Frontage Road', 'Black River Valley', '1305 Kalahari Drive', 'I 55 North', '60th Avenue', 'Pine Island State Wildlife Area', 'Pigeon Creek', 'Veterans Parkway', 'Otter Creek', 'Muddy Creek', 'Grover Road', 'Empire Avenue', 'Koval Road', 'Lunde Drive', 'Creekview Par Three', 'Old Highway 12', 'Belvidere Toll Plaza 5', 'Betty Gloyd Drive', 'Wolfe Court', 'East Merrifield Road', 'Beverage Boulevard', 'East Main Street', 'Eagle Bluff Court', 'Broadway Street', 'Tucker Trail', 'Meadow Lane', 'East Creek Road', 'Southeast Frontage Road', 'Fireworks Outlet', 'Robinson Creek', 'Eau Galle River', 'Ryder Road', 'I 94 West', 'Welcome to Wisconsin', 'Oxbow Bend', 'Utica Road', 'US 51 North', 'Butterfield Road', 'Adlai Stevenson Expressway', 'Harmony Road', 'TRUMPF Smart Factory', 'Peterson Avenue']","['Glen Ellyn', 'Hixton', 'Roscoe', 'Romeoville', 'Schaumburg', 'Elk Mound', 'Janesville', 'Woodridge', 'Hudson', 'Tomah', 'Caledonia', 'Baldwin', 'Saint Paul', 'Hammond', 'Downers Grove', 'Garden Prairie', 'Warrens', 'Poynette', 'Eau Claire', 'Menomonie', 'Milton', 'Camp Douglas', 'Rolling Meadows', 'Bolingbrook', 'Edgerton', 'Black River Falls', 'Knapp', 'Mauston', 'Gilberts', 'Windsor', 'Woodville', 'Hoffman Estates', 'Itasca', 'Osseo', 'Lake Delton']",['S1100'],['I'],1
1173,-2613869060206774767,-4232530358683397793,3210010284,3210010284_8,3210010284_8_3,"(41.69356, -88.12187)","(41.707176, -88.088715)",3.468,10.0,{'No_category': 2},"{'Street': 1, 'Road': 2}","['Brighton Lane', 'Cube Smart']",['Bolingbrook'],[],[],1
1174,-2613869060206774767,-4232530358683397793,3210010284,3210010284_8,3210010284_8_4,"(41.6779, -88.080826)","(41.66846, -88.09876)",1.821,5.0,{'No_category': 2},"{'Street': 1, 'Road': 2}","['Veterans Parkway', 'Southeast Frontage Road']",['Romeoville'],['S1100'],['I'],1
